Date;Open;High;Low;Last Close;Chg.%;Total Value;Total Volume
01.08.2008;43.376;43.674;42.172;42.749;-1.42%;227,442,216;5,296,710
01.09.2008;42.112;42.391;41.167;41.665;-2.54%;225,796,895;5,404,595
01.10.2008;41.784;42.580;40.491;42.172;+1.22%;143,543,598;3,458,008
01.11.2008;42.480;43.346;41.585;42.928;+1.79%;97,063,231;2,290,397
01/14/2008;43.266;43.644;41.704;42.928;0.00%;91,248,493;2,138,976
01/15/2008;42.779;42.928;40.491;41.307;-3.78%;144,118,721;3,455,935
01/16/2008;40.292;41.207;38.620;38.998;-5.59%;197,291,217;4,984,150
01/17/2008;40.282;40.769;38.959;39.695;+1.79%;159,720,310;4,032,063
01/18/2008;38.849;40.779;37.934;40.013;+0.80%;164,850,810;4,150,765
01/21/2008;38.690;39.197;37.546;38.153;-4.65%;182,769,851;4,765,924
01/22/2008;35.317;39.536;34.820;39.227;+2.82%;224,338,961;5,918,374
01/23/2008;39.844;40.292;36.651;37.506;-4.39%;281,788,194;7,244,528
01/24/2008;39.297;40.282;38.969;39.794;+6.10%;159,846,409;4,030,776
01/25/2008;41.406;41.585;38.133;38.322;-3.70%;166,533,856;4,212,324
01/28/2008;37.655;37.904;35.417;35.914;-6.28%;358,310,852;9,919,605
01/29/2008;36.302;36.611;35.208;36.591;+1.88%;268,081,939;7,424,741
01/30/2008;36.591;37.029;35.168;36.710;+0.33%;182,149,098;5,046,550
01/31/2008;36.312;36.909;34.084;36.014;-1.90%;263,544,302;7,501,031
02.01.2008;36.730;37.128;35.497;36.412;+1.10%;157,718,810;4,326,665
02.04.2008;37.138;37.606;36.113;36.163;-0.68%;111,667,523;3,030,819
02.05.2008;36.103;36.999;35.556;35.725;-1.21%;150,836,082;4,164,560
02.06.2008;35.317;37.088;35.019;36.760;+2.90%;119,360,115;3,302,211
02.07.2008;36.760;36.810;34.522;34.542;-6.04%;139,471,502;3,923,629
02.08.2008;35.228;35.308;33.766;34.173;-1.07%;135,653,312;3,925,678
02.11.2008;33.835;35.725;33.825;34.750;+1.69%;127,182,346;3,666,142
02.12.2008;35.268;37.556;34.482;36.581;+5.27%;119,376,065;3,321,556
02/13/2008;36.034;38.302;36.014;38.073;+4.08%;183,580,711;4,877,582
02/14/2008;38.322;38.800;36.969;37.506;-1.49%;135,769,301;3,552,274
02/15/2008;37.795;38.014;37.058;37.805;+0.80%;138,237,102;3,681,999
02/18/2008;38.372;38.551;37.864;38.073;+0.71%;58,242,703;1,528,860
02/19/2008;37.705;39.297;37.486;38.849;+2.04%;76,376,544;1,979,889
02/20/2008;37.685;38.630;37.506;38.163;-1.77%;147,140,034;3,860,024
02/21/2008;38.352;38.919;37.506;37.785;-0.99%;70,555,873;1,843,668
02/22/2008;37.755;38.252;37.536;37.825;+0.11%;125,304,224;3,309,357
02/25/2008;38.352;38.969;38.232;38.700;+2.31%;69,925,119;1,808,182
02/26/2008;39.098;39.884;38.909;39.536;+2.16%;114,813,290;2,906,293
02/27/2008;39.954;39.954;39.098;39.536;0.00%;110,955,234;2,809,353
02/28/2008;39.944;40.282;37.904;37.904;-4.13%;111,365,951;2,835,988
02/29/2008;38.302;39.924;37.735;38.302;+1.05%;260,047,230;6,707,801
03.03.2008;37.904;38.103;36.621;36.760;-4.03%;123,810,910;3,334,235
03.04.2008;37.297;37.476;35.745;35.805;-2.60%;112,888,214;3,111,333
03.05.2008;35.855;37.745;35.855;37.198;+3.89%;90,411,867;2,444,602
03.06.2008;37.576;37.576;35.914;36.223;-2.62%;64,827,797;1,761,988
03.07.2008;35.914;36.949;35.566;36.472;+0.69%;162,210,014;4,480,108
03.10.2008;35.805;36.024;35.089;35.188;-3.52%;86,221,025;2,416,765
03.11.2008;34.969;37.506;34.969;37.228;+5.80%;166,694,317;4,538,535
03.12.2008;37.904;38.710;37.655;38.451;+3.29%;146,366,709;3,825,469
03/13/2008;38.103;38.103;36.511;37.407;-2.72%;113,477,713;3,063,944
03/14/2008;37.108;38.869;36.661;37.297;-0.29%;83,220,070;2,217,898
03/17/2008;35.815;36.263;34.601;35.009;-6.13%;233,902,075;6,603,758
03/18/2008;35.218;36.511;35.198;36.511;+4.29%;99,791,380;2,771,872
03/19/2008;37.208;37.446;36.093;36.611;+0.27%;115,315,656;3,136,264
03/20/2008;36.312;36.362;35.676;36.283;-0.90%;101,806,503;2,819,533
03/25/2008;38.053;38.302;37.337;37.725;+3.98%;93,958,449;2,491,877
03/26/2008;37.456;37.904;36.472;37.138;-1.56%;77,917,789;2,085,859
03/27/2008;39.725;40.232;39.058;39.794;+7.15%;230,494,475;5,798,723
03/28/2008;39.993;42.282;39.814;41.874;+5.22%;191,094,535;4,596,231
03/31/2008;41.734;41.734;40.232;40.839;-2.47%;113,905,584;2,785,076
04.01.2008;40.988;42.610;40.988;42.401;+3.82%;141,744,127;3,405,944
04.02.2008;42.769;44.470;42.580;44.023;+3.82%;180,297,453;4,156,466
04.03.2008;44.003;44.003;42.043;42.282;-3.95%;98,164,600;2,290,863
04.04.2008;42.679;42.679;41.346;42.282;0.00%;56,387,913;1,336,250
04.07.2008;42.779;44.371;42.580;43.933;+3.91%;73,123,067;1,684,215
04.08.2008;43.495;44.072;42.789;43.784;-0.34%;80,276,355;1,852,057
04.09.2008;43.276;43.754;42.928;43.127;-1.50%;49,849,398;1,148,967
04.10.2008;42.331;42.471;40.441;41.535;-3.69%;178,983,389;4,324,072
04.11.2008;41.794;42.252;39.914;40.541;-2.40%;118,408,544;2,894,975
04/14/2008;40.202;41.366;39.844;41.088;+1.35%;73,905,128;1,826,170
04/15/2008;41.088;41.426;40.720;41.217;+0.31%;45,117,519;1,098,737
04/16/2008;41.585;42.650;41.336;42.232;+2.46%;59,970,908;1,427,903
04/17/2008;43.067;43.376;41.714;42.023;-0.49%;68,847,304;1,614,832
04/18/2008;42.381;44.162;42.282;44.013;+4.73%;78,132,705;1,809,489
04/21/2008;44.023;44.072;42.530;42.530;-3.37%;79,605,328;1,847,552
04/22/2008;42.043;42.849;41.774;42.152;-0.89%;79,393,934;1,877,677
04/23/2008;41.993;42.878;41.993;42.779;+1.49%;75,907,898;1,788,269
04/24/2008;42.759;42.769;42.142;42.729;-0.12%;44,858,793;1,055,969
04/25/2008;43.127;43.724;43.038;43.565;+1.96%;98,765,524;2,274,280
04/28/2008;43.764;44.799;43.674;44.490;+2.12%;129,256,251;2,907,063
04/29/2008;44.092;44.719;43.883;44.719;+0.51%;109,678,445;2,479,998
04/30/2008;44.978;47.893;44.978;47.455;+6.12%;227,748,282;4,905,714
05.02.2008;48.251;49.643;48.251;48.539;+2.29%;161,527,352;3,300,526
05.05.2008;48.649;49.146;47.485;48.350;-0.39%;69,792,194;1,447,146
05.06.2008;48.639;48.778;47.524;47.763;-1.21%;133,611,322;2,782,963
05.07.2008;48.151;48.390;47.893;48.211;+0.94%;55,041,251;1,143,585
05.08.2008;47.703;47.952;46.699;47.256;-1.98%;109,305,574;2,317,989
05.09.2008;46.311;46.510;45.992;46.161;-2.32%;81,811,102;1,768,862
05/13/2008;46.808;47.256;46.460;46.937;+1.68%;127,529,293;2,722,858
05/14/2008;47.266;47.952;46.977;47.952;+2.16%;141,619,770;2,986,188
05/15/2008;47.753;48.042;47.415;48.002;+0.10%;112,681,056;2,359,583
05/16/2008;48.251;48.848;48.141;48.728;+1.51%;115,695,027;2,382,872
05/19/2008;48.897;48.947;48.002;48.947;+0.45%;74,969,153;1,544,213
05/20/2008;48.997;49.017;47.256;47.505;-2.95%;124,628,101;2,580,541
05/21/2008;47.654;47.733;45.992;46.908;-1.26%;212,006,242;4,544,732
05/23/2008;46.878;46.878;45.714;45.913;-2.12%;147,521,017;3,167,572
05/26/2008;46.181;46.251;45.793;46.082;+0.37%;20,383,933;443,53
05/27/2008;46.261;46.619;45.833;46.360;+0.60%;105,548,649;2,285,230
05/28/2008;47.027;48.639;46.798;48.181;+3.93%;147,288,347;3,077,284
05/29/2008;48.251;48.619;47.624;48.350;+0.35%;162,850,818;3,382,419
05/30/2008;48.450;48.947;47.922;48.818;+0.97%;119,215,630;2,457,146
06.02.2008;48.470;48.818;48.241;48.599;-0.45%;59,436,762;1,226,678
06.03.2008;48.440;48.748;47.505;48.052;-1.13%;72,458,185;1,503,214
06.04.2008;47.664;47.803;46.460;47.037;-2.11%;137,430,146;2,928,095
06.05.2008;46.559;47.087;46.281;46.918;-0.25%;74,053,727;1,581,185
06.06.2008;47.514;47.753;44.500;44.769;-4.58%;148,382,176;3,235,333
06.09.2008;44.371;44.769;44.013;44.351;-0.93%;103,304,895;2,327,693
06.10.2008;43.774;44.411;42.928;43.316;-2.33%;144,857,917;3,315,226
06.11.2008;44.072;44.769;42.262;42.829;-1.13%;120,035,620;2,764,283
06.12.2008;43.177;45.754;42.809;45.326;+5.83%;149,006,266;3,365,026
06/13/2008;44.520;45.266;43.475;45.266;-0.13%;162,663,559;3,674,868
06/16/2008;45.087;45.962;44.679;45.594;+0.73%;82,835,725;1,829,540
06/17/2008;45.813;47.604;45.813;46.758;+2.55%;108,470,098;2,316,815
06/18/2008;46.758;46.997;44.689;45.206;-3.32%;163,009,905;3,558,444
06/19/2008;44.271;44.669;43.873;43.973;-2.73%;125,526,836;2,834,004
06/20/2008;44.212;44.769;41.496;42.282;-3.85%;121,588,168;2,814,660
06/23/2008;42.759;43.117;42.162;42.520;+0.56%;86,561,641;2,030,555
06/24/2008;42.779;43.177;40.909;41.466;-2.48%;160,901,926;3,868,687
06/25/2008;41.585;42.023;41.237;41.774;+0.74%;131,140,643;3,152,390
06/26/2008;40.809;41.396;39.307;39.844;-4.62%;201,916,493;5,021,489
06/27/2008;39.197;40.023;38.203;38.551;-3.25%;262,618,739;6,735,732
06/30/2008;38.760;39.854;38.571;39.337;+2.04%;156,104,615;3,987,924
07.01.2008;38.800;38.989;37.546;37.805;-3.89%;239,330,904;6,260,895
07.02.2008;38.252;39.635;37.944;38.431;+1.66%;185,806,754;4,780,738
07.03.2008;37.675;40.879;37.606;40.491;+5.36%;188,861,328;4,823,837
07.04.2008;40.292;40.292;37.407;37.506;-7.37%;159,525,441;4,151,577
07.07.2008;38.083;38.839;37.655;38.839;+3.55%;128,709,898;3,359,202
07.08.2008;37.805;38.073;36.929;38.073;-1.97%;132,833,353;3,540,170
07.09.2008;38.800;40.590;38.800;39.794;+4.52%;153,380,985;3,854,038
07.10.2008;38.839;39.466;38.451;38.740;-2.65%;88,711,726;2,283,180
07.11.2008;39.088;39.178;35.815;36.283;-6.34%;178,919,900;4,783,820
07/14/2008;37.108;38.083;36.810;36.919;+1.75%;120,832,577;3,232,957
07/15/2008;36.312;36.372;34.571;35.556;-3.69%;226,854,817;6,401,562
07/16/2008;35.357;37.705;33.825;37.297;+4.90%;180,704,636;5,068,214
07/17/2008;38.998;40.600;38.312;39.695;+6.43%;289,610,301;7,304,239
07/18/2008;39.098;41.993;39.048;41.993;+5.79%;204,821,123;5,065,819
07/21/2008;42.282;43.296;41.118;41.625;-0.88%;145,579,402;3,441,350
07/22/2008;41.177;41.177;39.297;41.038;-1.41%;136,276,595;3,392,525
07/23/2008;42.182;43.873;41.675;43.386;+5.72%;221,342,675;5,163,805
07/24/2008;43.784;44.142;42.192;43.247;-0.32%;141,630,537;3,285,366
07/25/2008;41.287;42.729;40.660;41.923;-3.06%;217,592,485;5,234,368
07/28/2008;41.535;42.520;40.879;40.879;-2.49%;77,672,911;1,860,541
07/29/2008;39.595;43.406;39.317;43.028;+5.26%;132,254,392;3,166,827
07/30/2008;44.023;44.062;40.640;41.535;-3.47%;242,061,322;5,771,596
07/31/2008;41.784;42.301;40.630;41.038;-1.20%;107,858,070;2,607,409
08.01.2008;41.287;41.376;40.322;40.391;-1.58%;70,830,755;1,735,384
08.04.2008;40.391;41.157;40.093;40.093;-0.74%;53,324,276;1,315,298
08.05.2008;40.192;42.351;40.192;41.983;+4.71%;89,688,232;2,145,277
08.06.2008;42.580;44.122;42.580;44.122;+5.09%;156,443,080;3,622,003
08.07.2008;43.535;44.619;42.530;42.779;-3.04%;139,195,768;3,181,892
08.08.2008;42.779;43.694;41.685;43.276;+1.16%;120,217,236;2,797,651
08.11.2008;43.575;44.420;43.376;44.321;+2.41%;71,208,613;1,616,106
08.12.2008;44.062;44.321;43.426;43.426;-2.02%;86,084,747;1,961,502
08/13/2008;42.769;42.839;41.386;41.386;-4.70%;104,469,948;2,481,978
08/14/2008;41.486;41.963;40.103;40.630;-1.83%;127,663,061;3,120,695
08/18/2008;40.531;40.988;40.033;40.988;+0.88%;77,150,970;1,904,819
08/19/2008;39.794;40.162;38.412;38.412;-6.29%;109,959,651;2,785,673
08/20/2008;38.899;39.416;38.451;39.078;+1.74%;82,278,581;2,113,865
08/21/2008;38.690;38.859;37.844;37.954;-2.88%;106,566,717;2,776,779
08/22/2008;38.302;39.705;38.282;39.695;+4.59%;97,568,400;2,499,090
08/25/2008;39.675;39.824;39.048;39.337;-0.90%;29,959,022;759,967
08/26/2008;39.277;40.073;38.441;39.695;+0.91%;52,262,319;1,337,381
08/27/2008;39.575;39.575;38.571;38.998;-1.75%;82,819,545;2,131,802
08/28/2008;38.998;41.038;38.809;40.391;+3.57%;133,731,869;3,333,721
08/29/2008;41.137;41.137;40.411;40.769;+0.94%;64,468,314;1,582,222
09.01.2008;40.143;40.749;39.615;40.491;-0.68%;32,673,042;810,203
09.02.2008;40.391;42.182;40.272;41.585;+2.70%;124,559,152;2,996,949
09.03.2008;41.287;41.575;40.690;41.257;-0.79%;82,105,754;1,994,484
09.04.2008;41.287;41.316;39.187;39.187;-5.02%;62,945,018;1,562,481
09.05.2008;39.088;39.247;37.954;38.252;-2.39%;138,914,880;3,601,073
09.08.2008;40.730;42.441;40.720;41.605;+8.76%;241,327,984;5,775,482
09.09.2008;41.426;42.530;40.839;41.476;-0.31%;148,961,716;3,555,153
09.10.2008;40.899;41.177;39.675;39.834;-3.96%;142,430,139;3,527,085
09.11.2008;39.794;40.043;37.228;38.710;-2.82%;168,951,085;4,388,093
09.12.2008;39.297;39.705;37.536;38.939;+0.59%;150,019,517;3,878,821
09/15/2008;35.934;37.357;35.646;36.780;-5.54%;183,261,432;4,991,322
09/16/2008;36.163;36.879;33.527;36.879;+0.27%;277,679,097;7,766,483
09/18/2008;34.721;36.392;34.124;36.074;-2.19%;243,679,910;6,826,093
09/19/2008;41.784;44.271;39.745;42.769;+18.56%;668,250,909;15,924,074
09/22/2008;42.769;44.321;41.535;42.282;-1.14%;201,408,311;4,714,413
09/23/2008;41.147;42.331;39.546;42.083;-0.47%;186,632,250;4,595,934
09/24/2008;41.834;41.894;40.351;41.167;-2.17%;73,859,928;1,800,112
09/25/2008;40.799;41.535;39.804;39.804;-3.31%;98,951,704;2,440,163
09/26/2008;39.446;39.894;38.262;38.700;-2.77%;97,995,975;2,524,776
09/29/2008;38.203;38.203;34.979;35.019;-9.51%;93,335,655;2,567,588
09/30/2008;33.039;35.954;33.029;34.273;-2.13%;194,177,252;5,623,973
10.01.2008;35.715;36.014;33.925;34.770;+1.45%;126,402,012;3,615,471
10.02.2008;35.317;35.636;33.427;33.925;-2.43%;106,162,217;3,076,287
10.03.2008;33.726;38.292;33.318;38.292;+12.87%;146,220,207;4,139,943
10.06.2008;34.323;35.059;30.841;32.651;-14.73%;136,817,643;4,160,580
10.07.2008;32.333;33.228;28.901;30.841;-5.55%;175,110,607;5,690,374
10.08.2008;29.000;29.945;27.160;27.856;-9.68%;190,361,229;6,686,125
10.09.2008;28.353;29.169;23.877;24.722;-11.25%;144,885,545;5,356,908
10.10.2008;20.783;22.971;20.395;22.086;-10.66%;116,039,872;5,398,948
10/13/2008;25.369;25.757;24.175;24.673;+11.71%;97,363,835;3,907,482
10/14/2008;27.856;30.622;27.359;28.851;+16.94%;107,463,365;3,705,444
10/15/2008;28.274;28.741;25.379;26.861;-6.90%;81,273,990;3,017,555
10/16/2008;24.871;26.463;22.922;23.867;-11.15%;94,231,190;3,781,137
10/17/2008;24.772;24.772;19.579;21.489;-9.96%;82,063,958;3,789,691
10/20/2008;22.384;22.583;21.111;21.688;+0.93%;54,652,607;2,495,962
10/21/2008;21.887;22.782;21.787;21.937;+1.15%;60,333,708;2,730,146
10/22/2008;21.688;21.867;19.599;19.997;-8.84%;42,120,179;2,061,388
10/23/2008;19.897;21.220;19.529;19.798;-1.00%;56,342,748;2,786,532
10/24/2008;19.768;19.768;17.012;17.708;-10.55%;62,333,120;3,489,890
10/27/2008;16.515;17.102;15.450;16.166;-8.71%;32,609,578;1,994,158
10/28/2008;17.708;17.708;16.067;16.913;+4.62%;34,408,016;2,052,154
10/29/2008;18.096;18.604;17.370;18.305;+8.24%;54,287,594;3,007,869
10/30/2008;19.857;21.777;19.847;20.474;+11.85%;113,771,305;5,402,014
10/31/2008;21.141;21.190;20.255;20.633;+0.78%;94,120,609;4,548,319
11.03.2008;21.081;22.185;19.897;20.415;-1.06%;36,904,299;1,739,999
11.04.2008;20.395;22.136;20.196;21.827;+6.92%;86,864,782;4,128,505
11.05.2008;21.887;21.887;20.206;20.693;-5.20%;52,675,309;2,523,819
11.06.2008;19.798;20.096;18.753;19.499;-5.77%;49,292,965;2,524,695
11.07.2008;19.987;20.395;19.201;19.698;+1.02%;35,176,485;1,791,086
11.10.2008;20.444;20.574;19.221;19.400;-1.52%;30,637,903;1,546,537
11.11.2008;18.952;19.012;17.410;17.549;-9.54%;18,011,803;997,43
11.12.2008;17.549;17.868;14.923;14.923;-14.97%;52,343,377;3,249,920
11/13/2008;15.022;15.122;13.391;13.431;-10.00%;61,287,783;4,326,872
11/14/2008;14.376;15.092;13.928;14.217;+5.85%;38,416,774;2,687,890
11/17/2008;14.316;15.112;13.938;14.774;+3.92%;33,165,932;2,279,197
11/18/2008;14.535;14.614;13.779;14.137;-4.31%;25,432,411;1,801,230
11/19/2008;14.177;14.575;13.679;13.719;-2.96%;24,616,148;1,761,890
11/20/2008;13.331;13.908;12.645;13.351;-2.68%;28,034,306;2,099,610
11/21/2008;13.331;14.406;12.545;13.182;-1.27%;23,880,106;1,761,884
11/24/2008;13.679;15.172;13.421;15.172;+15.09%;21,607,085;1,501,562
11/25/2008;15.321;17.410;14.913;17.410;+14.75%;36,862,857;2,284,953
11/26/2008;16.714;17.012;15.977;16.913;-2.86%;28,337,495;1,713,374
11/27/2008;17.201;18.355;16.763;17.907;+5.88%;23,885,050;1,380,529
11/28/2008;17.708;18.126;16.823;17.708;-1.11%;24,111,178;1,387,182
12.01.2008;17.798;17.798;16.007;16.415;-7.30%;15,810,820;947,573
12.02.2008;15.520;16.644;14.973;16.166;-1.52%;26,632,400;1,692,236
12.03.2008;15.908;15.918;15.032;15.669;-3.08%;18,545,356;1,195,042
12.04.2008;15.570;16.913;15.510;16.913;+7.94%;29,978,128;1,848,240
12.05.2008;16.405;16.505;14.624;14.923;-11.76%;26,022,618;1,677,946
12.09.2008;16.117;17.012;15.977;16.913;+13.33%;51,513,444;3,112,146
12.10.2008;16.903;16.903;16.326;16.395;-3.06%;30,379,015;1,836,516
12.11.2008;16.515;16.535;16.037;16.355;-0.24%;23,105,947;1,415,139
12.12.2008;15.669;15.918;14.495;15.022;-8.15%;33,080,886;2,181,320
12/15/2008;15.271;15.361;13.699;13.928;-7.28%;39,650,698;2,731,816
12/16/2008;13.928;14.197;13.142;13.679;-1.79%;39,276,139;2,864,593
12/17/2008;13.928;14.157;13.232;13.431;-1.82%;37,222,765;2,733,404
12/18/2008;13.331;13.640;13.142;13.480;+0.37%;24,043,045;1,794,055
12/19/2008;13.212;13.331;12.436;13.331;-1.11%;70,907,281;5,527,541
12/22/2008;13.431;14.127;13.281;14.037;+5.30%;24,919,943;1,815,463
12/23/2008;14.117;15.420;13.978;14.724;+4.89%;43,467,940;2,942,787
12/29/2008;15.122;15.788;14.943;15.788;+7.23%;19,880,363;1,291,518
12/30/2008;15.719;16.147;15.540;16.117;+2.08%;22,562,980;1,423,305
01.02.2009;16.216;16.216;15.520;15.818;-1.85%;14,099,038;894,097
01.05.2009;16.117;16.117;15.371;15.430;-2.45%;18,506,858;1,180,798
01.07.2009;15.420;16.306;15.122;16.306;+5.67%;43,133,107;2,717,551
01.08.2009;15.868;15.948;15.321;15.709;-3.66%;29,683,662;1,893,249
01.09.2009;15.410;15.450;14.744;14.794;-5.83%;32,718,940;2,191,645
01.12.2009;14.754;15.152;14.276;14.525;-1.82%;20,254,261;1,385,095
01/13/2009;14.226;14.316;13.819;13.928;-4.11%;23,155,665;1,650,258
01/14/2009;14.276;14.346;12.943;13.431;-3.57%;28,102,783;2,058,493
01/15/2009;13.431;13.928;13.082;13.928;+3.70%;20,616,327;1,520,193
01/16/2009;14.226;14.585;13.480;13.480;-3.21%;23,098,070;1,638,755
01/19/2009;13.779;13.908;11.192;11.391;-15.50%;52,402,168;4,256,768
01/20/2009;11.511;11.709;10.546;10.735;-5.76%;64,513,517;5,779,060
01/21/2009;10.466;10.894;9.929;10.834;+0.93%;51,929,157;5,005,166
01/22/2009;11.242;11.520;10.148;10.436;-3.67%;41,384,239;3,831,023
01/23/2009;10.347;10.356;9.610;10.197;-2.29%;21,736,612;2,178,419
01/26/2009;10.247;11.739;10.048;11.690;+14.63%;24,749,815;2,261,366
01/27/2009;11.889;12.127;10.854;11.312;-3.23%;26,772,894;2,365,807
01/28/2009;11.590;12.625;11.341;12.207;+7.92%;27,426,407;2,280,858
01/29/2009;12.306;12.306;11.202;11.351;-7.01%;45,684,508;3,929,262
01/30/2009;11.381;11.809;11.242;11.779;+3.77%;46,882,684;4,048,487
02.02.2009;11.719;11.719;11.013;11.123;-5.57%;19,903,253;1,755,857
02.03.2009;11.242;11.461;11.003;11.003;-1.07%;22,063,843;1,975,792
02.04.2009;11.202;11.391;10.844;11.162;+1.45%;19,979,141;1,783,392
02.05.2009;10.605;10.834;10.088;10.436;-6.51%;25,259,438;2,408,780
02.06.2009;10.546;10.884;10.247;10.874;+4.19%;26,517,259;2,525,479
02.09.2009;10.943;11.660;10.496;11.401;+4.85%;27,405,676;2,449,344
02.10.2009;11.093;11.481;10.247;10.247;-10.12%;37,780,807;3,437,721
02.11.2009;9.949;10.247;9.650;9.959;-2.82%;51,160,543;5,138,616
02.12.2009;9.949;9.949;9.352;9.451;-5.09%;37,740,566;3,927,186
02/13/2009;9.620;10.048;9.501;9.650;+2.11%;23,162,333;2,373,902
02/16/2009;9.600;9.600;8.506;8.506;-11.86%;34,062,448;3,801,982
02/17/2009;8.456;8.456;6.964;6.964;-18.13%;51,497,243;6,734,651
02/18/2009;7.461;7.561;6.815;7.113;+2.14%;50,800,103;7,176,796
02/19/2009;7.362;7.780;7.213;7.780;+9.37%;48,892,023;6,492,488
02/20/2009;7.511;7.511;6.904;7.332;-5.75%;36,114,584;5,021,695
02/23/2009;7.849;7.859;7.083;7.352;+0.27%;28,260,131;3,838,986
02/24/2009;7.213;7.233;6.805;6.964;-5.28%;23,669,239;3,383,997
02/25/2009;7.591;7.770;7.063;7.292;+4.71%;37,443,010;4,994,125
02/26/2009;7.451;7.710;7.312;7.710;+5.73%;32,809,424;4,370,635
02/27/2009;7.760;8.158;7.382;7.631;-1.03%;39,966,188;5,148,647
03.02.2009;7.412;7.451;7.113;7.213;-5.48%;13,052,347;1,788,384
03.03.2009;7.352;7.551;7.103;7.362;+2.07%;23,451,107;3,215,310
03.04.2009;7.541;8.038;7.412;8.038;+9.19%;25,116,961;3,228,719
03.05.2009;7.909;8.307;7.412;7.412;-7.80%;17,297,014;2,219,876
03.06.2009;7.412;7.720;7.233;7.491;+1.07%;22,281,728;2,980,241
03.09.2009;7.859;7.859;7.262;7.800;+4.12%;26,522,461;3,495,593
03.10.2009;7.810;8.596;7.710;8.596;+10.20%;32,383,589;3,985,594
